Customer_ID,Customer_Age,Gender,City,Income_Level,Product_Category,Product_Price,Discount_Percentage,Competitor_Price,Brand_Loyalty_Score,Previous_Purchases,Avg_Monthly_Spend,App_Usage_Hours,Delivery_Time_Minutes,Stock_Availability,Ad_Clicked,Festival_Season,Payment_Mode,Membership_Level,Device_Type,Browser_Type,Time_Slot,Weather_Condition,Session_Duration_Minutes,Customer_Rating,Product_Return_Rate,Coupon_Used,Wishlist_Count,Review_Count,Random_Noise_1,Random_Noise_2,Lucky_Number,Will_Buy,Quantity
CUST_100015,37,Female,Bangalore,201843,Snacks,1539.05,40,1331.57,7.7,9,32888.35,11.17,110,1,1,0,UPI,Gold,Desktop,Safari,Morning,Rainy,18.38,5.0,0.28,0,10,11,2353,source,96,1,3
CUST_100016,33,Male,Chennai,36447,Household,801.15,23,767.77,6.58,8,8661.04,9.95,101,1,0,0,Debit Card,Bronze,iPhone,Safari,Night,Rainy,52.72,3.2,0.07,0,0,145,9415,show,49,1,3
CUST_100017,28,Female,Hyderabad,77292,Frozen Food,1504.17,24,1346.54,9.73,14,16052.81,11.49,86,1,1,1,Debit Card,Silver,iPhone,Firefox,Night,Cloudy,16.85,1.1,0.2,0,2,378,5363,professor,65,1,1
CUST_100018,61,Female,Hyderabad,121884,Dairy,195.05,58,166.79,4.63,5,11911.73,4.86,107,1,0,0,UPI,Silver,iPhone,Chrome,Evening,Sunny,47.99,2.8,0.34,1,19,471,5164,hard,34,1,6
CUST_100019,23,Male,Hyderabad,29388,Beverages,707.88,42,750.83,6.22,10,11478.62,3.46,30,1,0,0,UPI,Bronze,Android,Safari,Morning,Sunny,28.19,1.8,0.15,0,12,410,8240,act,26,1,3
CUST_100020,64,Female,Chennai,151312,Frozen Food,1381.81,55,1473.55,8.86,7,33225.55,5.06,97,1,0,0,Cash,Gold,Tablet,Safari,Afternoon,Humid,52.17,2.4,0.16,0,4,27,9905,wait,39,1,4
CUST_100021,34,Male,Bangalore,110462,Dairy,196.62,43,208.94,3.1,11,40305.0,3.69,68,1,0,0,Cash,Bronze,Android,Edge,Evening,Humid,15.51,1.6,0.07,0,8,246,9434,table,31,1,3
CUST_100022,57,Female,Bangalore,19324,Household,1965.11,30,2247.11,9.07,8,4189.77,3.26,35,1,0,0,UPI,Bronze,Android,Edge,Evening,Sunny,29.39,3.1,0.02,0,9,260,7038,keep,10,1,4
CUST_100023,61,Male,Mumbai,54809,Beverages,658.26,1,699.16,1.79,2,11817.27,9.74,104,1,1,1,Wallet,Platinum,iPhone,Edge,Afternoon,Cloudy,4.92,4.0,0.23,1,7,266,7413,feel,60,1,3
CUST_100024,47,Female,Mumbai,101740,Snacks,389.08,18,383.0,6.99,11,37119.95,6.98,113,1,0,0,Debit Card,Bronze,Android,Chrome,Morning,Rainy,34.82,5.0,0.3,1,0,253,3243,three,86,1,4
CUST_100025,19,Male,Bangalore,47265,Dairy,998.08,9,1099.9,4.08,7,14311.29,8.05,45,1,0,0,Debit Card,Silver,Tablet,Chrome,Afternoon,Humid,28.26,4.8,0.06,1,17,472,8790,as,60,1,3
CUST_100026,60,Male,Bangalore,231523,Personal Care,222.38,47,256.73,7.27,13,86194.78,6.71,49,1,0,1,Debit Card,Gold,Tablet,Edge,Afternoon,Rainy,51.95,4.7,0.19,0,16,127,5971,herself,51,1,4
CUST_100027,41,Female,Mumbai,82526,Snacks,347.72,52,313.65,9.23,5,31885.95,5.56,101,1,0,0,Wallet,Bronze,Desktop,Chrome,Morning,Humid,21.61,2.9,0.25,0,15,423,8186,similar,18,1,5
CUST_100028,18,Male,Chennai,79077,Frozen Food,1433.84,49,1423.88,5.72,8,21777.79,1.28,101,1,1,0,UPI,Silver,Android,Chrome,Afternoon,Humid,34.6,4.5,0.22,1,2,95,6207,budget,78,1,5
CUST_100029,49,Male,Hyderabad,206607,Beverages,1617.56,15,1389.95,4.57,5,25363.11,3.0,45,1,1,1,Wallet,Bronze,Android,Edge,Evening,Cloudy,50.01,2.4,0.31,0,11,354,6619,many,86,1,4
CUST_100030,61,Male,Kolkata,176047,Household,246.19,29,281.2,5.39,7,17388.98,11.83,67,1,1,0,Credit Card,Silver,Desktop,Edge,Afternoon,Cloudy,24.91,3.0,0.29,0,5,218,5263,lose,98,1,3
CUST_100031,29,Female,Delhi,192900,Snacks,1336.77,6,1340.8,6.16,9,66160.39,11.07,68,1,0,0,UPI,Platinum,Android,Chrome,Afternoon,Cloudy,16.47,3.4,0.02,0,12,490,1481,suggest,73,1,4
CUST_100032,43,Male,Delhi,147596,Snacks,701.88,39,630.21,7.55,10,54766.94,11.45,64,1,0,1,Cash,Gold,Desktop,Safari,Night,Cloudy,40.53,1.2,0.24,1,6,269,5430,even,7,1,8
CUST_100033,26,Male,Kolkata,157194,Frozen Food,1850.3,49,1916.16,4.8,9,56550.45,5.85,96,0,0,0,Credit Card,Bronze,iPhone,Firefox,Morning,Sunny,2.44,4.5,0.01,1,12,273,4810,true,39,1,7
CUST_100034,63,Male,Delhi,31371,Personal Care,124.31,48,118.56,4.62,10,4722.39,3.57,34,1,1,0,Wallet,Silver,Desktop,Safari,Evening,Humid,35.72,4.9,0.35,1,12,225,8878,your,52,1,5
CUST_100035,21,Female,Chennai,200914,Snacks,815.13,28,969.34,6.85,7,14113.19,10.72,108,1,0,0,Debit Card,Gold,Android,Chrome,Evening,Rainy,3.06,4.6,0.34,0,2,122,2218,rest,25,1,7
CUST_100036,51,Female,Mumbai,40931,Household,90.14,14,98.18,6.9,7,5200.86,1.84,90,0,1,0,Debit Card,Platinum,Android,Chrome,Morning,Rainy,10.28,1.6,0.13,0,9,355,5286,yourself,27,1,6
CUST_100037,55,Male,Delhi,68947,Frozen Food,334.04,42,372.4,9.65,6,16868.82,3.85,75,1,0,1,Wallet,Silver,Tablet,Safari,Morning,Cloudy,7.31,4.0,0.22,1,14,221,6084,now,22,1,6
CUST_100038,21,Female,Chennai,218667,Personal Care,1382.01,49,1653.65,9.53,5,76171.58,8.44,85,1,0,1,Cash,Silver,Android,Firefox,Night,Rainy,27.63,1.7,0.32,1,19,287,4155,thousand,22,1,7
CUST_100039,28,Male,Mumbai,37042,Beverages,1738.75,43,1574.85,1.28,14,8894.95,3.24,102,1,1,1,Debit Card,Bronze,iPhone,Firefox,Night,Rainy,55.33,3.5,0.32,0,13,454,2875,your,9,1,5
CUST_100040,55,Female,Mumbai,80455,Household,993.36,21,1011.22,6.24,5,15075.07,7.6,41,1,1,1,UPI,Platinum,Android,Edge,Afternoon,Rainy,34.68,1.1,0.19,0,0,201,7047,or,97,1,3
CUST_100041,19,Female,Delhi,21368,Personal Care,193.98,12,173.32,1.74,8,8184.85,10.86,18,1,0,0,Cash,Silver,Android,Safari,Night,Cloudy,53.79,3.2,0.33,0,2,126,5904,crime,60,1,6
CUST_100042,59,Female,Chennai,51877,Personal Care,181.63,53,195.91,6.34,9,2972.62,4.66,65,1,1,0,Credit Card,Platinum,Desktop,Chrome,Morning,Cloudy,16.2,2.9,0.35,1,19,292,4453,quite,20,1,2
CUST_100043,41,Male,Hyderabad,129225,Personal Care,1736.72,31,1759.36,6.29,8,23822.18,10.2,106,1,1,1,UPI,Bronze,Tablet,Firefox,Evening,Humid,58.31,1.7,0.34,0,14,13,5599,budget,89,1,2
CUST_100044,37,Male,Bangalore,215422,Frozen Food,343.78,58,398.54,3.81,6,28464.98,5.86,89,1,0,1,Cash,Gold,Android,Edge,Morning,Rainy,3.16,3.9,0.27,0,16,119,3203,available,79,1,5
CUST_100045,23,Female,Bangalore,146691,Snacks,1089.01,19,1281.61,3.43,4,30551.28,4.48,60,0,0,1,Credit Card,Gold,Android,Firefox,Evening,Humid,57.16,3.6,0.35,0,14,426,4249,culture,23,1,1
CUST_100046,61,Female,Bangalore,94141,Household,296.51,44,353.59,2.29,8,26507.41,5.12,39,1,0,1,Credit Card,Silver,iPhone,Edge,Night,Rainy,39.42,1.4,0.26,1,5,62,6704,Republican,33,1,7
CUST_100047,58,Female,Bangalore,233200,Frozen Food,1744.09,8,1682.93,1.81,11,64637.47,7.93,80,1,0,0,UPI,Gold,Desktop,Safari,Night,Cloudy,35.64,1.7,0.26,1,8,2,7228,base,26,1,3
CUST_100048,25,Female,Bangalore,181703,Dairy,1697.39,27,1447.27,1.23,10,21535.86,8.12,24,1,1,0,Cash,Platinum,iPhone,Chrome,Evening,Cloudy,16.15,2.1,0.12,1,2,135,8311,discussion,36,1,2
CUST_100049,47,Male,Mumbai,123177,Household,811.81,12,762.94,4.72,6,30616.79,11.59,77,0,1,0,Credit Card,Silver,iPhone,Safari,Morning,Sunny,38.64,3.1,0.24,1,14,9,6752,this,42,1,2
CUST_100050,25,Male,Bangalore,217903,Frozen Food,719.77,25,730.94,3.3,9,77190.15,6.89,31,0,0,0,UPI,Platinum,Tablet,Safari,Night,Humid,42.01,2.6,0.17,1,16,458,3349,rich,19,1,5
CUST_100051,21,Female,Mumbai,163697,Beverages,687.71,31,601.26,3.47,5,28523.99,6.71,11,1,0,0,UPI,Bronze,Tablet,Safari,Afternoon,Humid,27.95,1.8,0.02,0,5,208,4874,fire,98,1,4
CUST_100052,40,Male,Hyderabad,68363,Beverages,139.08,43,165.98,1.8,7,10616.68,6.22,39,1,0,0,UPI,Platinum,iPhone,Edge,Evening,Humid,45.56,1.5,0.33,1,1,141,5576,loss,23,1,4
CUST_100053,67,Female,Hyderabad,139481,Dairy,774.2,1,761.21,9.43,12,46880.6,10.66,39,1,0,0,Cash,Platinum,Tablet,Firefox,Afternoon,Cloudy,10.07,1.9,0.38,1,9,24,9984,give,54,1,2
CUST_100054,50,Female,Kolkata,133947,Beverages,1220.61,0,1095.26,6.46,6,7907.45,11.59,69,1,0,0,Credit Card,Platinum,Android,Firefox,Afternoon,Cloudy,2.04,3.4,0.15,0,4,466,7488,class,2,1,1
CUST_100055,28,Female,Delhi,195913,Frozen Food,134.41,55,143.32,3.68,5,57219.59,7.97,49,1,0,0,UPI,Silver,iPhone,Safari,Night,Rainy,53.31,2.8,0.08,0,13,454,7140,would,86,1,5
CUST_100056,22,Male,Chennai,208021,Dairy,512.19,26,501.94,4.77,9,13505.06,3.92,20,1,1,0,Debit Card,Gold,Tablet,Edge,Morning,Rainy,24.27,2.8,0.31,1,8,191,1016,off,9,1,4
CUST_100057,58,Female,Bangalore,119576,Frozen Food,1621.59,47,1463.58,3.29,9,27675.01,9.11,74,1,0,0,UPI,Platinum,Tablet,Chrome,Evening,Cloudy,3.1,3.0,0.16,0,3,138,5531,stuff,15,1,5
CUST_100058,36,Female,Bangalore,249886,Frozen Food,1572.01,50,1868.73,2.57,4,19681.04,4.25,113,1,0,0,Wallet,Silver,Tablet,Safari,Evening,Humid,58.14,4.2,0.12,1,12,180,7303,decide,95,1,5
CUST_100059,33,Female,Chennai,24503,Dairy,1240.67,33,1439.7,2.15,9,2918.67,8.1,108,1,0,1,Credit Card,Platinum,iPhone,Edge,Afternoon,Sunny,58.73,4.0,0.22,0,10,255,9789,he,22,1,4
CUST_100060,60,Female,Hyderabad,204784,Frozen Food,1876.03,28,2092.46,7.55,6,39870.58,9.18,12,1,0,0,UPI,Bronze,Tablet,Safari,Night,Rainy,15.55,3.9,0.4,0,9,353,3520,certainly,10,1,4
CUST_100061,38,Male,Delhi,182807,Dairy,1633.93,26,1504.63,2.69,5,56854.22,11.54,29,1,0,0,Credit Card,Silver,Tablet,Firefox,Evening,Humid,25.34,3.8,0.0,1,3,187,2080,security,45,1,8
CUST_100062,37,Female,Bangalore,205736,Personal Care,1184.64,3,1256.61,5.59,5,53445.92,1.25,28,1,0,0,UPI,Platinum,Android,Chrome,Evening,Rainy,20.36,2.7,0.04,0,14,458,2019,house,45,1,4
CUST_100063,50,Male,Kolkata,205864,Snacks,1282.36,19,1100.86,8.07,8,12180.74,10.15,118,1,1,1,UPI,Silver,iPhone,Chrome,Afternoon,Rainy,14.31,2.5,0.18,0,9,191,7404,some,70,1,1
CUST_100064,43,Male,Bangalore,165787,Household,118.69,38,112.61,5.47,9,11599.98,3.88,44,1,1,1,UPI,Silver,Tablet,Firefox,Evening,Rainy,51.33,1.2,0.25,1,3,177,5000,his,91,1,3
CUST_100065,24,Male,Mumbai,242966,Personal Care,488.83,31,494.88,6.97,10,60222.91,11.69,21,1,0,0,UPI,Bronze,Desktop,Edge,Night,Rainy,34.11,3.1,0.05,1,10,168,7566,like,86,1,3
CUST_100066,66,Male,Hyderabad,101544,Household,1233.54,45,1396.66,5.12,9,23291.75,6.05,73,1,0,0,Cash,Bronze,Desktop,Chrome,Morning,Cloudy,8.45,3.6,0.06,0,8,167,3105,hit,28,1,4
CUST_100067,43,Female,Kolkata,44118,Personal Care,1113.98,55,1172.08,5.18,11,14448.6,7.98,64,1,0,1,UPI,Gold,Android,Edge,Night,Sunny,37.19,2.5,0.36,0,5,416,4200,current,8,1,5
CUST_100068,54,Female,Delhi,144951,Household,1315.5,42,1569.29,3.82,10,57832.17,8.22,36,1,0,0,Debit Card,Silver,Tablet,Safari,Evening,Humid,55.17,1.4,0.3,1,1,430,3504,keep,85,1,5
CUST_100069,41,Female,Bangalore,61305,Household,1642.13,11,1826.2,4.02,6,12728.32,8.16,57,1,1,1,Wallet,Gold,Desktop,Safari,Morning,Cloudy,44.62,1.4,0.13,0,14,422,7344,upon,20,1,2
CUST_100070,18,Female,Mumbai,36447,Dairy,163.89,2,189.28,7.25,5,13791.79,9.43,108,0,1,0,Wallet,Platinum,Desktop,Chrome,Night,Cloudy,8.6,2.7,0.32,0,16,280,1423,well,88,1,2
CUST_100071,31,Male,Bangalore,215857,Beverages,1933.16,21,1719.36,8.73,9,76729.36,8.74,70,0,0,0,Credit Card,Gold,Desktop,Firefox,Evening,Sunny,14.35,3.9,0.24,0,7,1,8804,save,86,1,4
CUST_100072,58,Male,Chennai,78095,Beverages,386.95,54,400.04,5.78,9,24064.82,1.36,44,1,1,0,Debit Card,Platinum,iPhone,Edge,Night,Humid,36.82,3.5,0.24,1,3,310,2478,year,92,1,7
CUST_100073,45,Male,Chennai,245147,Personal Care,781.33,44,829.32,9.74,7,15669.33,10.98,92,1,1,0,Cash,Platinum,iPhone,Firefox,Evening,Humid,13.21,3.1,0.0,0,7,42,5987,food,97,1,5
CUST_100074,43,Female,Bangalore,111038,Household,1609.12,48,1748.14,2.97,8,6704.91,1.49,20,1,0,0,Wallet,Gold,Desktop,Edge,Evening,Cloudy,38.55,1.2,0.1,0,14,339,7993,deep,18,1,9
CUST_100075,19,Female,Mumbai,53211,Snacks,780.0,35,920.09,4.32,4,9267.76,8.35,114,1,1,0,Cash,Gold,Android,Safari,Afternoon,Rainy,10.1,1.7,0.26,1,5,386,7031,make,94,1,3
CUST_100076,57,Female,Delhi,37785,Household,43.18,11,46.56,3.66,5,11532.39,10.3,63,1,0,0,Wallet,Gold,Android,Safari,Evening,Rainy,35.18,4.0,0.04,1,3,379,5000,letter,24,1,3
CUST_100077,56,Female,Mumbai,116665,Personal Care,350.38,36,394.91,6.81,6,21589.57,7.56,47,1,0,1,UPI,Silver,Desktop,Chrome,Morning,Cloudy,10.87,4.9,0.09,1,2,74,5652,church,4,1,3
CUST_100078,43,Male,Kolkata,22597,Dairy,81.29,26,78.03,2.44,5,8690.16,10.77,77,1,0,0,UPI,Bronze,Desktop,Edge,Night,Humid,58.27,4.1,0.39,0,12,161,9556,become,86,1,1
CUST_100079,40,Female,Mumbai,65098,Snacks,725.25,33,651.8,3.33,6,16480.45,5.88,107,1,0,1,Credit Card,Platinum,Android,Chrome,Night,Humid,24.31,1.2,0.19,0,18,63,4162,pattern,98,1,5
CUST_100080,28,Male,Hyderabad,41421,Household,1076.11,11,1272.17,1.34,5,16127.79,6.64,117,1,1,0,UPI,Silver,iPhone,Firefox,Morning,Rainy,12.99,4.0,0.15,0,18,241,4536,back,51,0,0
CUST_100081,31,Male,Hyderabad,215410,Dairy,827.02,50,789.35,6.42,5,59037.29,3.64,72,1,0,0,Wallet,Silver,Tablet,Edge,Night,Cloudy,29.13,3.8,0.29,1,9,319,1276,than,80,1,4
CUST_100082,29,Female,Delhi,158016,Frozen Food,571.94,55,554.57,5.76,5,10343.2,7.96,24,1,1,1,Wallet,Bronze,Android,Safari,Afternoon,Cloudy,29.77,1.3,0.16,0,5,74,4426,bit,72,1,4
CUST_100083,20,Male,Mumbai,56869,Beverages,1620.31,44,1514.63,7.28,4,19604.23,6.26,75,0,0,0,Cash,Bronze,iPhone,Chrome,Night,Humid,24.9,4.6,0.13,0,0,400,6789,matter,53,1,5
CUST_100084,30,Female,Delhi,180396,Snacks,444.96,18,506.31,6.83,8,54097.77,9.84,31,1,0,1,Cash,Gold,Desktop,Edge,Morning,Rainy,24.74,1.4,0.08,1,17,95,7352,research,87,1,4
CUST_100085,41,Female,Kolkata,204233,Frozen Food,944.6,5,927.66,3.22,9,75255.8,11.6,46,1,0,0,Cash,Platinum,Android,Safari,Afternoon,Cloudy,52.66,1.7,0.11,0,3,430,5888,side,94,1,4
CUST_100086,26,Male,Chennai,93356,Snacks,961.31,18,834.73,6.8,7,16751.3,9.44,91,1,0,1,Cash,Gold,Desktop,Edge,Morning,Humid,24.29,4.7,0.05,1,5,491,4220,build,28,1,4
CUST_100087,57,Female,Kolkata,77261,Dairy,414.45,35,473.88,1.77,7,28499.58,8.8,23,1,0,0,Credit Card,Platinum,Tablet,Chrome,Morning,Humid,28.38,4.9,0.21,1,19,118,4227,and,16,1,3
CUST_100088,64,Female,Hyderabad,91240,Personal Care,1052.17,57,1166.5,8.71,6,15477.16,3.46,66,1,0,0,UPI,Bronze,iPhone,Chrome,Evening,Sunny,54.02,4.1,0.31,0,3,103,9386,light,29,1,3
CUST_100089,58,Male,Bangalore,17204,Frozen Food,508.28,27,542.29,5.26,10,5229.49,10.86,34,1,0,0,Debit Card,Gold,iPhone,Edge,Night,Sunny,21.37,4.7,0.12,0,14,158,5781,deep,26,1,5
CUST_100090,66,Female,Delhi,31241,Dairy,35.53,51,35.9,3.07,10,3533.6,7.17,15,1,0,0,Credit Card,Gold,Android,Safari,Evening,Humid,57.13,5.0,0.28,1,11,138,9548,mean,89,1,4
CUST_100091,35,Female,Delhi,53870,Household,164.7,53,184.56,1.12,8,18799.43,4.41,103,1,1,0,Debit Card,Bronze,Tablet,Chrome,Evening,Cloudy,1.53,2.4,0.37,0,10,468,3217,generation,66,1,5
CUST_100092,25,Female,Chennai,220743,Dairy,208.89,36,188.8,3.21,2,80678.05,11.89,43,1,0,1,Wallet,Bronze,Tablet,Edge,Morning,Rainy,34.28,2.4,0.26,0,12,403,4699,single,87,1,7
CUST_100093,27,Female,Hyderabad,158674,Dairy,457.29,40,533.34,3.06,10,31819.85,10.3,14,1,1,0,Debit Card,Bronze,iPhone,Firefox,Afternoon,Cloudy,20.56,4.4,0.08,0,3,377,1270,full,99,1,5
CUST_100094,54,Female,Kolkata,193048,Dairy,830.64,23,976.71,8.44,7,29248.74,5.31,62,1,0,0,UPI,Bronze,iPhone,Safari,Evening,Sunny,14.59,1.0,0.29,1,5,498,4240,true,69,1,4
CUST_100095,30,Female,Chennai,108526,Beverages,1227.07,29,1347.64,3.93,11,26108.53,2.84,18,1,0,0,UPI,Platinum,Android,Safari,Night,Cloudy,34.05,4.1,0.28,0,16,488,8361,without,15,1,4
CUST_100096,49,Female,Bangalore,141374,Dairy,934.2,0,863.84,2.1,4,14103.42,8.32,12,1,1,0,Debit Card,Silver,Tablet,Safari,Night,Rainy,54.49,1.1,0.31,0,13,313,2293,region,34,1,3
CUST_100097,21,Male,Chennai,103791,Personal Care,1415.64,18,1604.03,7.36,9,37133.24,8.45,53,1,1,0,Debit Card,Gold,Desktop,Chrome,Evening,Cloudy,40.77,1.2,0.22,0,10,388,1139,during,17,1,6
CUST_100098,23,Female,Mumbai,34552,Dairy,872.47,27,1030.0,4.64,6,6249.5,8.06,63,1,0,1,Wallet,Platinum,Desktop,Firefox,Night,Humid,27.56,4.9,0.04,0,8,452,4802,figure,49,1,5
CUST_100099,29,Female,Mumbai,43230,Household,543.27,9,594.08,5.65,8,8673.29,6.04,108,1,0,0,Cash,Platinum,iPhone,Edge,Morning,Cloudy,16.99,3.4,0.35,1,9,308,5757,through,51,1,5
CUST_100100,65,Female,Kolkata,140844,Dairy,421.21,21,389.68,6.63,9,43491.62,8.31,83,0,0,0,Debit Card,Silver,Tablet,Chrome,Afternoon,Cloudy,43.68,1.0,0.24,1,8,169,5017,wait,84,1,3
CUST_100101,62,Male,Bangalore,108863,Snacks,1314.91,52,1146.45,8.9,4,14875.68,6.05,76,1,0,0,Wallet,Platinum,Android,Safari,Night,Rainy,30.12,2.1,0.31,0,5,320,2014,floor,91,1,5
CUST_100102,63,Male,Bangalore,242079,Personal Care,155.55,41,159.41,4.85,10,82736.57,6.89,116,1,0,1,Credit Card,Platinum,Android,Firefox,Night,Cloudy,18.76,3.0,0.02,0,3,475,4278,campaign,1,1,2
CUST_100103,20,Female,Hyderabad,28261,Snacks,42.76,56,49.54,3.34,3,7983.08,9.96,93,1,1,0,Wallet,Bronze,iPhone,Firefox,Afternoon,Sunny,5.52,4.5,0.33,0,4,35,7121,require,49,1,6
CUST_100104,59,Female,Chennai,76753,Household,1883.42,32,1903.6,3.87,10,11787.73,5.52,41,1,0,0,UPI,Platinum,iPhone,Firefox,Morning,Sunny,2.13,1.7,0.36,0,9,494,9306,really,36,1,3
CUST_100105,51,Female,Chennai,192385,Personal Care,1223.35,13,1273.92,2.5,12,31674.89,7.33,102,1,0,0,Credit Card,Gold,Tablet,Safari,Afternoon,Humid,9.43,3.8,0.08,0,16,450,6126,result,58,1,1
CUST_100106,66,Male,Mumbai,126718,Beverages,850.16,48,880.81,6.5,13,18998.59,6.62,28,1,1,0,UPI,Platinum,iPhone,Edge,Afternoon,Rainy,52.76,2.6,0.22,1,19,312,5780,top,82,1,5
CUST_100107,19,Female,Kolkata,21476,Personal Care,1611.55,14,1395.38,3.08,7,3851.05,4.85,105,0,0,0,Debit Card,Gold,Android,Edge,Evening,Rainy,29.56,1.0,0.32,1,14,47,6255,assume,73,0,0
CUST_100108,54,Male,Bangalore,83975,Personal Care,1508.46,38,1365.97,7.1,6,15683.53,3.84,104,1,1,1,Wallet,Gold,Tablet,Firefox,Night,Cloudy,12.93,2.3,0.1,0,11,137,4278,though,80,1,4
CUST_100109,34,Male,Bangalore,67953,Dairy,1398.39,11,1591.81,4.99,11,18968.96,1.69,62,1,1,1,UPI,Silver,Tablet,Firefox,Evening,Cloudy,42.24,2.5,0.17,0,5,380,5500,easy,96,1,1
CUST_100110,52,Male,Kolkata,217318,Dairy,1123.53,55,1280.07,8.72,10,84437.23,10.93,70,1,1,1,Credit Card,Bronze,Android,Edge,Evening,Rainy,22.27,4.1,0.23,0,15,290,1165,court,31,1,3
CUST_100111,31,Female,Mumbai,179759,Household,1255.01,31,1238.33,3.78,4,34301.12,1.76,38,1,0,1,Cash,Gold,iPhone,Chrome,Morning,Cloudy,55.82,2.4,0.21,0,18,148,3827,culture,50,1,4
CUST_100112,21,Female,Chennai,110989,Frozen Food,1612.74,19,1410.23,9.46,9,43395.22,7.1,74,1,0,0,Credit Card,Silver,Android,Firefox,Evening,Humid,46.97,3.4,0.28,1,19,221,3690,score,28,1,3
CUST_100113,43,Male,Mumbai,151285,Beverages,1765.6,1,1553.02,6.15,6,29979.74,7.68,64,1,1,0,Wallet,Gold,Desktop,Safari,Evening,Humid,48.36,5.0,0.01,1,14,222,7774,bad,57,1,4
